;accountId;id;name;profileIconId;revisionDate;summonerLevel
0;202467931;10061504;HTC GuaPi;3480;1528445205000;119
0;200401944;801178;Chippys;578;1528888710000;59
0;200535596;945177;smurfQ283490070;1301;1528823824000;94
0;200374770;644072;UDYSOF;2074;1528867548000;101
0;201837472;5895478;Monkey D Mitch;3102;1528782847000;60
0;200289536;601923;INT Haeri;3496;1528886108000;120
0;202267456;8610762;clairo ;1482;1528718346000;50
0;201049683;2731428;ITN Fudge;9;1528528052000;62
0;200179361;455477;Hold You Tight;3495;1528879987000;57
0;200302049;620972;Better on Top;1227;1528720270000;99
0;202766957;11460164;BMR TIger987;3287;1528623512000;95
0;200054677;297107;Edna Krabappoly;835;1528814090000;45
0;201994339;6821398;Prae1us;3157;1528714765000;63
0;200020094;239897;Getback;3459;1528823822000;121
0;200402264;744422;Farmer;710;1528870172000;90
0;200008608;233843;Dreamy Donut;21;1528883840000;59
0;200042607;300609;BladeWristed;1665;1528859734000;59
0;200008530;233854;Gðku;503;1528636414000;67
0;200462039;890259;Shok;3520;1528888734000;88
0;201877569;6130376;Gonna slay u;3478;1528582158000;70
0;201367382;3710963;Ailuna;3442;1528877087000;50
0;200092041;345665;Sizzle;682;1528868556000;67
0;202762721;11370128;Tijé;27;1528806220000;49
0;200791570;1830141;kaios619;1211;1528871456000;64
0;202022181;7050167;SìNNERS;3040;1528799165000;104
0;202269893;8611092;ITN Aladoric;3442;1528884627000;137
0;200148293;399995;Draqon;641;1528888734000;96
0;200181206;456280;Terrath;1018;1528883833000;101
0;202466468;10061365;EMP Chazz;3442;1528875603000;60
0;202603804;11001000;BITCONNEEEEEEECT;10;1528886601000;71
0;200935099;2380423;Ayum1;3150;1528878786000;81
0;202236816;8521226;Dream111;3382;1528873796000;71
0;202762637;11350138;ORD Swiffer;4;1528867548000;60
0;200145654;408703;Bambi On Ice;3271;1528713340000;84
0;200841535;1892186;LGC Only;939;1528724034000;71
0;200196211;483862;Cuden 1;2085;1528888710000;100
0;200214630;493127;Eyla;1625;1528889635000;96
0;200181247;456316;NMSL NiQueZaiBB;7;1528470635000;43
0;202212554;8430194;RNG AI;1575;1528647244000;80
0;200307093;632903;PD AN;3186;1528670339000;64
0;200046449;293100;Jub Jub;3232;1528887744000;88
0;201058077;2752573;retributionˉ;937;1528869108000;63
0;202701448;11230285;slkjdf;1386;1528626139000;59
0;202571582;10811838;IlIlIllIIlII;22;1528696619000;61
0;201011179;2572199;41095;3005;1528885534000;82
0;201837523;5935237;Gon123;3175;1528863381000;73
0;201786201;5831171;KRdoink;3158;1528867548000;93
0;200507429;952670;Praelus;3230;1528707386000;84
0;202906079;12080166;CommandAttack NA;3442;1528888734000;63
0;202794897;11501277;EnterKeyRemoved;3270;1528534227000;67
0;202762729;11360145;ORD Uzi;3382;1528272715000;48
0;200176413;464106;Magic McDull;3369;1528848979000;125
0;202311404;8930124;LTZevil is back;7;1528889394000;63
0;200055382;297478;Love Mosquito;3150;1528828924000;71
0;202135329;7890412;bojack ANU;3442;1528871372000;121
0;200278388;577995;Uther;3382;1528605671000;51
0;201099374;2982057;Madmaximo;1299;1528881081000;134
0;200533824;991093;Jenkins;3018;1528780456000;132
0;200073698;326444;Huey Dewey Louie;3457;1528566227000;144
0;200044715;301731;Mog;616;1528888734000;109
0;201276629;3560761;Small bubble;1642;1528874128000;69
0;200179390;455507;emelg;642;1528873177000;114
0;201148136;3131580;Utopia;26;1528875603000;109
0;200631045;1280673;Qoobe;1587;1528830038000;72
0;202820121;11690394;b1waC;21;1528888710000;60
0;1945364267454208;12190942;06 13 diet start;22;1528888710000;43
0;200376958;724526;WÆN;3494;1528883840000;63
0;201195790;3310720;Piggie;1114;1528881049000;72
0;202762632;11350133;NMSLWSNDHJYZ;3290;1528888734000;49
0;200152845;432291;Sybol;536;1528889490000;72
0;202765739;11460126;BMR Sleeping;3287;1528708016000;99
0;200159482;445723;Hotchelli;516;1528737474000;91
0;200648712;1343871;POSSYM;27;1528781180000;74
0;201667735;5321182;WX a759514064;7;1528776910000;41
0;200114600;357041;Incursio;3150;1528887232000;119
0;201494668;4380973;Phantiks OuO;3186;1528815508000;63
0;200295749;604210;e g ý m;654;1528805656000;74
0;200241001;553889;Minkywhale;833;1528875603000;98
0;200037546;278781;Harrí;937;1528885974000;149
0;201017416;2572995;Cupcake k1ng;3290;1528694180000;42
0;200015799;237590;Tekker;3231;1528856792000;79
0;200296012;594237;Soulstrikes;18;1528728307000;72
0;202884453;11941453;ecotoxic 4;3367;1528437013000;45
0;202062087;7291918;LetTheGayGo;3379;1528881375000;71
0;201584673;4961001;alexxxxxx;28;1528878184000;56
0;200230390;510010;Kimchiii;7;1528720270000;78
0;202762727;11360141;LGC Decoy;7;1528888710000;60
0;202419588;9840127;dailianjiahaoyou;657;1528873655000;59
0;200227560;508906;Plutó;1226;1528875603000;85
0;200014010;236616;SulNix;2074;1528880251000;107
0;200209142;490487;D1O;2093;1528889490000;54
0;200005909;232475;Boss McNuggets;3102;1528889490000;75
0;200462206;900249;Tôi Là Thiên;4;1528544501000;43
0;200077596;328516;Sweety Spaghetti;3018;1528867548000;93
0;201598061;4973029;HENRYJWATERNOOSE;3442;1528870172000;54
0;202762815;11370134;amok;3368;1528805153000;46
0;200239303;563169;BMR Rosey;3496;1528813054000;64
0;200020455;240105;Cane Me Daddy;605;1528888734000;54
0;200003702;231399;Zaptar;1597;1528873655000;122
0;202262605;8524790;Big Dobes;3377;1528888710000;69
0;201773265;5741616;Msituay;7;1528552031000;54
0;200255902;569466;msdnb12 23 n1;1387;1528865809000;95
0;200160580;436171;im LHao;688;1528802591000;89
0;200035823;277786;Smeds;2076;1528875170000;121
0;202182090;8201755;Katsurii;3290;1528881049000;86
0;202762914;11350137;Lakiaro;23;1528814090000;48
0;200082629;330947;gunkrab;20;1528889490000;114
0;200468428;891628;Karsa;6;1528804886000;78
0;200632459;1270780;qwerasdf1234zxct;23;1528887209000;63
0;200193818;472833;siuman;984;1528873796000;70
0;200266523;583483;Beaunivia;1424;1528868556000;73
0;202412027;9730774;w1ndzera234;0;1528780456000;55
0;200836489;1891503;TheLilTeaPot;904;1528819975000;68
0;200252650;558311;BeachWhale;1154;1528874511000;112
0;202762635;11370136;ˆˉˇˉ;22;1528808442000;42
0;202145741;8010384;Guts;1549;1528889490000;119
0;200123338;381031;AresXd;1376;1528888710000;47
0;200243508;564778;Omnî;18;1528885863000;117
0;202762624;11370125;No Talent Player;7;1528871109000;49
0;201032132;2651026;NishiZhuma;3377;1528789265000;55
0;200043568;291848;Feint;939;1528875823000;85
0;200216303;494121;ry0ma;775;1528863381000;45
0;200046714;302759;Rye;2073;1528876687000;103
0;200073634;316587;Praedvth;3266;1528888734000;83
0;200020583;229825;Apink Bomi2;1225;1528862181000;64
0;202578020;10890476;RèVelUvs;3496;1528863381000;98
0;200340090;693842;Played;937;1528877622000;70
0;200029034;274464;Phantiks;22;1528643715000;44
0;200033160;276531;fed7;544;1528886601000;106
0;200048800;303763;chf rockstar;23;1528865809000;76
0;201639480;5171370;Hi I am Vince;7;1528801806000;89
0;200188386;470295;Navi;982;1528887209000;72
0;200230809;510102;obito1;1149;1528803953000;72
0;200404986;735088;tlxjkgcpl17717;1588;1528465579000;69
0;200183256;457370;Thiên;3099;1528810614000;128
0;200312591;624689;Kurisutiiiina;6;1528888734000;84
0;201142768;3150942;QQ854166019;1596;1528573505000;87
0;200705590;1394873;MR FAT PIG;2093;1528886736000;139
0;200726401;1440378;LoneIy;3352;1528878366000;83
0;201607809;5031491;Dappa kappa;3478;1528769965000;114
0;202762817;11360144;Monkey Madness;3293;1528865454000;58
0;200077282;328401;Oikawa Tooru;1434;1528889142000;125
0;202822840;11720163;Arbitux;1109;1528889561000;86
0;202762629;11350131;Senuc DIN;3226;1528777862000;39
0;201824892;5943935;Azure;1637;1528817090000;107
0;200063842;311555;Vans;936;1528881401000;101
0;200319237;626793;feifeiAAAAAA;7;1528809368000;66
0;200527945;929978;Fudge;3414;1528888710000;113
0;200309129;633527;Netsky;6;1528865809000;76
0;202335735;8971470;Domˉ;3155;1528881049000;97
0;200005981;232632;Cheezels;3150;1528869480000;82
0;200280809;578793;Coachboo;0;1528608134000;74
0;200302937;631376;AV Jayke;1478;1528889490000;76
0;200196041;473922;Phantiksˉ;982;1528888710000;47
0;202133863;7891163;AC HatsuyukiYumi;1387;1528805084000;48
0;202855128;11860960;trash canister ;8;1528867548000;67
0;200308444;623208;Alto Angelo;3478;1528886464000;62
0;200205119;478475;mister f is back;512;1528807759000;72
0;200011776;235541;Kaýn;3464;1528879969000;96
0;200643930;1332943;Panda ouo;3040;1528849034000;73
0;202614161;10951949;LilPump;3186;1528887297000;47
0;200297278;670149;LaughingMan;558;1528541184000;71
0;201801244;5910870;you will miss me;3163;1528848736000;66
0;200911000;2171317;k1ng Cupcake;1211;1528694180000;40
0;200005525;222562;Morgank Freeman;3456;1528886601000;103
0;200223197;507474;BeeShoe;22;1528812537000;75
0;202762811;11360138;Monkey D Ryoma;775;1528718651000;56
0;200259885;571021;Wherearewe;3287;1528865809000;60
0;200175383;463736;Farm;1226;1528712116000;66
0;202762724;11370132;sp18;23;1528888734000;49
0;200162839;437165;Azus;1633;1528874428000;118
0;200076005;317688;Big Brain Wil;3205;1528881401000;88
0;200381785;664497;Zhengchao God;3379;1528865809000;50
0;200105809;352592;Daegu Venus;3150;1528731310000;63
0;200158456;445071;mattyg33;3287;1528886360000;128
0;200278150;577848;Countdown Timer;3369;1528823824000;61
0;202615116;11050315;GellyCub;3379;1528812830000;115
0;202921110;12130716;13 18 8;7;1528880663000;40
0;200773871;1592239;Pap;1596;1528819559000;117
0;200034127;277034;Jolt;3466;1528628433000;104
0;200450488;775147;shui bu gou TuT;3018;1528889394000;109
0;201119416;3081213;MVP lan;3478;1528804886000;81
0;202875840;11980148;Fei B ZuanShi;588;1528823824000;144
0;200112480;356125;Newto;3180;1528795650000;84
0;200156744;444311;SSG Decoy ;2076;1528812537000;71
0;200192232;481868;PowerfulUnicorn;1631;1528732455000;102
0;200557378;1022808;LittlePapa;3199;1528804667000;74
0;200167665;439696;Xanquish;537;1528848736000;77
0;202347302;9101159;Sorry I Iove you;3478;1528649666000;93
0;200166230;448934;permanent mute;0;1528718629000;88
0;202869798;11970252;apiiii;7;1528873796000;55
0;202847347;11860179;RONAN;23;1528370803000;62
