;accountId;id;name;profileIconId;puuid;revisionDate;summonerLevel
0;rCx5off9AktuXVcNGeHrvXvZ0naPAt9Ch5huz2dmeEQVIzk;ANeyE2Is8DAVfzXEq0adSxX1IIjsZs5EhiBP6lHgCCPBM4Ww;it is taru;1160;ZH0rL8BPs26T3vybmT9fCRLOIZNxP6f3B3E33HaHbNSnV9vDDi7Zb64LsmDyxs0e6P66Lk0z2uW_8w;1558980710000;112
0;dtonixs3m7QTmcJ8vSoixg87aT4Rbuc7_6RT_9HOqA5WXg;3QJ-HgbQUfaiyEvPCwGi1Jj_8iEu4onZCQGD2kboQ2hFrJg;alwaysthinkahea;3860;HQcq6CZAvqf3WUdalHpXVCwBJEhxZNocj7TeAk--eGzv2wvCqTlg-HYzf59FiOVY1lbVyVc-G2V5Bg;1558982864000;146
0;aPYY6hafquDB8jXOGDjl5d7JPrcap0Q-lCRItnqajDp5pYo;ORrp86nCqw512AavPdv3wXYpqs7iRVHNY2MM1D6kx41yYN4;Sebekx;3791;XKePE0_B0HUdYGvtljVhsbX6tY0HpY_tHcnT59zjqHX4Ksj1oD2nQoXyclnS0P3CF41Nc6ug6TnrTw;1558799517000;153
0;0OtfAkVQ4Ef2282np9sdnYOYTNF6ReeURRrNAp2Aa-HPF2A;_kFU1Y7SiKjWTc5wQJvyKdoUgcA7PLma04b00cvVRZz_V0I;Cboi;1627;yig8IDMPZcxR3dsDJVv3KgBnqSIQta0VaowXV5wy8yEik6Z5bJuJ_HouoYeMKHwTm8zE3nQpQGyF5A;1558955686000;127
0;uphWBLQYXjNCb7WjMoUgG2CCerS8WCdojZkToF-CHrZLApI;YvrT1zecTntlXhnBz_ERneSDmorSe_VnvGvi-eSqi69qwPU;Fade Pride;3478;n43pRgZ11wpnUOuA1qzPq71ovLhg8oAOqIzRRfAjSGHrRxY1fUyBcM08XMPgRYVqoPo9Go1fV7MOJg;1559003931000;95
0;qVaeSI8IjhijA9M-kfRDSY3o5a1QC8jeJ0DZZmUziBnl_w;RAoJ2r0bckFsCjsVv9y-clkaXFJFx4z9c1ozsJ564tq5yfY;Elite500;53;oT_edWHUIL67gA5GGRhUPy0zlYGkutrI6g0wrSfG214X9h2pXlxdMdX9oCOiQ-TBtLzWgTIYEZKPsA;1558901587000;215
0;M3h0Ip4GCZ7rimfTBDj32uEn6SR1RYf4aVYTo0XyJMct4g;X9LKHG9CFdA-B0laTv5OgJMzo-cyxQl9_2L8dyGlyqXVzAU;Nero1v9;4101;jwboNIAUeCYaxA3zLReQjx_MTHRewxZEm-n0Du_7OOIFgAFdgzfAt4JNcx8eeUh_fId9nckid1AX_A;1558988588000;197
0;kIyOmupenAAqoWE1jsrDr75XwYgbDZwyK5qHrV4gtFZad7Y;3W5wqCN_CxVu26sAqEuBVohX6peqi9z_quQ52b--6pIe3LI;FeS Lowfire;605;zlXiBSalJP39GxlPbUuxRGWJJXnnvYhfzsdAzzNEHWHL_7UWQK0XQn9OxwxxLEYRoPiEQD5BctgPYQ;1558986300000;223
0;a19IHrOiXM_UCXqZoUF-3KbH1xsnCtjG-36JC4YoddqR2g;Njf5xSt5d4WGYU_9cutwLbhxUzNmIpqXNNymZrCXta3SnNM;Tidebringer;3799;Tmh88kW55vYs5PoNokAKzeNpG_4b20PlYjjJvr-XyFKA3oowC1ryLQe-Dd3HwnSDQkuZVEdlDHGsKw;1558984654000;108
0;yj1K3pOTqez846edd_kdL1Ks8Yp9pv8pkzv29zaZMA1pAOc;-Imy1rEJQkGRAuZmc2pTM7WUAY4N-XPheTgLBucdMFskpb6_;Ice Mage;4101;r0SJow7PDCVs_Eo7Gnw3t3XSkej1oUcfEzlD3CkspamZCH5sKSqLjHfHpDutqT-1IA0_NnlQODi4ag;1558998907000;51
