;endIndex;matches;startIndex;status;totalGames
0;;;;{'message': 'Rate limit exceeded', 'status_code': 429};
1;;;;{'message': 'Rate limit exceeded', 'status_code': 429};
2;;;;{'message': 'Rate limit exceeded', 'status_code': 429};
3;;;;{'message': 'Rate limit exceeded', 'status_code': 429};
4;;;;{'message': 'Rate limit exceeded', 'status_code': 429};
5;30.0;[{'platformId': 'OC1', 'gameId': 242582194, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1559014654628, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242509666, 'champion': 31, 'queue': 420, 'season': 13, 'timestamp': 1558938441875, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242497239, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558933610286, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242496402, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558931834326, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242495502, 'champion': 421, 'queue': 420, 'season': 13, 'timestamp': 1558929678350, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242195064, 'champion': 81, 'queue': 430, 'season': 13, 'timestamp': 1558690850303, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242203401, 'champion': 203, 'queue': 430, 'season': 13, 'timestamp': 1558688919014, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242191696, 'champion': 429, 'queue': 430, 'season': 13, 'timestamp': 1558686897331, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242190477, 'champion': 145, 'queue': 430, 'season': 13, 'timestamp': 1558685360240, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242189267, 'champion': 145, 'queue': 430, 'season': 13, 'timestamp': 1558683786234, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242178048, 'champion': 76, 'queue': 430, 'season': 13, 'timestamp': 1558681999301, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242182341, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558672535892, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242180712, 'champion': 421, 'queue': 420, 'season': 13, 'timestamp': 1558669005357, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242180042, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558667300469, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242131663, 'champion': 76, 'queue': 430, 'season': 13, 'timestamp': 1558610596714, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242112942, 'champion': 76, 'queue': 430, 'season': 13, 'timestamp': 1558601066709, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241955286, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558497662067, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241871543, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558413958126, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241870334, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558411292268, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241868967, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558408932888, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241858990, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558407677056, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241867935, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558405837047, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241793234, 'champion': 145, 'queue': 420, 'season': 13, 'timestamp': 1558324536591, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241802064, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558322110195, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241674617, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558254923190, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241681797, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558251628619, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241659967, 'champion': 85, 'queue': 420, 'season': 13, 'timestamp': 1558248921797, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 241667722, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558246627614, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241656116, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558244304656, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241654480, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1558242277911, 'role': 'SOLO', 'lane': 'MID'}];0.0;;130.0
6;30.0;[{'platformId': 'OC1', 'gameId': 242567005, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558985898693, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242565731, 'champion': 81, 'queue': 420, 'season': 13, 'timestamp': 1558975701433, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242555404, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558973293946, 'role': 'DUO', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242553707, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558968512429, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242552236, 'champion': 16, 'queue': 420, 'season': 13, 'timestamp': 1558965694505, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242521347, 'champion': 25, 'queue': 450, 'season': 13, 'timestamp': 1558940898474, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242435924, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558857814764, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242443990, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558855539576, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242441728, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558852757150, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242279285, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558772542378, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242288119, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558771124637, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242282181, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558763543168, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242231696, 'champion': 89, 'queue': 450, 'season': 13, 'timestamp': 1558707104771, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242230554, 'champion': 21, 'queue': 450, 'season': 13, 'timestamp': 1558705794982, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242185441, 'champion': 48, 'queue': 420, 'season': 13, 'timestamp': 1558678344144, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242174245, 'champion': 60, 'queue': 420, 'season': 13, 'timestamp': 1558676409933, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242119361, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558608404943, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242124504, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558603196302, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242122209, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558600328478, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242086153, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558548563120, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242040692, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558507992725, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241863373, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558371625586, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241814129, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558342700454, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241784392, 'champion': 59, 'queue': 450, 'season': 13, 'timestamp': 1558277722483, 'role': 'DUO_SUPPORT', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 241673596, 'champion': 203, 'queue': 420, 'season': 13, 'timestamp': 1558253500141, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241654480, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558242277911, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241662057, 'champion': 157, 'queue': 420, 'season': 13, 'timestamp': 1558239547247, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 241630616, 'champion': 30, 'queue': 420, 'season': 13, 'timestamp': 1558198655225, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241630015, 'champion': 421, 'queue': 420, 'season': 13, 'timestamp': 1558196757365, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241618943, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558194158519, 'role': 'NONE', 'lane': 'JUNGLE'}];0.0;;122.0
7;30.0;[{'platformId': 'OC1', 'gameId': 242555768, 'champion': 48, 'queue': 420, 'season': 13, 'timestamp': 1558975025167, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242555404, 'champion': 107, 'queue': 420, 'season': 13, 'timestamp': 1558973293946, 'role': 'DUO', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242554388, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558970110027, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242553472, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558967949489, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242561315, 'champion': 60, 'queue': 420, 'season': 13, 'timestamp': 1558964651301, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242560201, 'champion': 107, 'queue': 420, 'season': 13, 'timestamp': 1558963103374, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242538762, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558960968295, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242546602, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558958758829, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242534681, 'champion': 33, 'queue': 420, 'season': 13, 'timestamp': 1558956446239, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242402301, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558799080492, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242391333, 'champion': 121, 'queue': 420, 'season': 13, 'timestamp': 1558797067085, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242390248, 'champion': 113, 'queue': 420, 'season': 13, 'timestamp': 1558795314730, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242378032, 'champion': 555, 'queue': 420, 'season': 13, 'timestamp': 1558792384041, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242375526, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558789587022, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242372886, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558786943041, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242380018, 'champion': 120, 'queue': 420, 'season': 13, 'timestamp': 1558784291361, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242358281, 'champion': 141, 'queue': 420, 'season': 13, 'timestamp': 1558782538664, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242364729, 'champion': 555, 'queue': 420, 'season': 13, 'timestamp': 1558779029264, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242352402, 'champion': 421, 'queue': 420, 'season': 13, 'timestamp': 1558776483351, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242107591, 'champion': 77, 'queue': 430, 'season': 13, 'timestamp': 1558593558969, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242096038, 'champion': 107, 'queue': 430, 'season': 13, 'timestamp': 1558590949952, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242075818, 'champion': 412, 'queue': 450, 'season': 13, 'timestamp': 1558545009438, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242085373, 'champion': 67, 'queue': 450, 'season': 13, 'timestamp': 1558543632765, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242085106, 'champion': 429, 'queue': 450, 'season': 13, 'timestamp': 1558542349862, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242074746, 'champion': 67, 'queue': 450, 'season': 13, 'timestamp': 1558540476156, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242073053, 'champion': 106, 'queue': 430, 'season': 13, 'timestamp': 1558536288642, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242071655, 'champion': 555, 'queue': 430, 'season': 13, 'timestamp': 1558533736245, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242066636, 'champion': 77, 'queue': 430, 'season': 13, 'timestamp': 1558527422774, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241942456, 'champion': 4, 'queue': 450, 'season': 13, 'timestamp': 1558459831014, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241942168, 'champion': 202, 'queue': 450, 'season': 13, 'timestamp': 1558457896731, 'role': 'DUO_SUPPORT', 'lane': 'MID'}];0.0;;150.0
8;30.0;[{'platformId': 'OC1', 'gameId': 242566185, 'champion': 163, 'queue': 420, 'season': 13, 'timestamp': 1558978180636, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242565731, 'champion': 8, 'queue': 420, 'season': 13, 'timestamp': 1558975701433, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242491010, 'champion': 114, 'queue': 420, 'season': 13, 'timestamp': 1558911601867, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242489987, 'champion': 92, 'queue': 420, 'season': 13, 'timestamp': 1558901812355, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242479946, 'champion': 53, 'queue': 420, 'season': 13, 'timestamp': 1558897836500, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242246976, 'champion': 15, 'queue': 420, 'season': 13, 'timestamp': 1558718589640, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242246352, 'champion': 14, 'queue': 420, 'season': 13, 'timestamp': 1558716179526, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242065324, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1558526052732, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 241803940, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1558326834894, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241803282, 'champion': 39, 'queue': 420, 'season': 13, 'timestamp': 1558325314173, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 241792228, 'champion': 41, 'queue': 420, 'season': 13, 'timestamp': 1558321700559, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 241244957, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1557865368180, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 240814817, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1557540763388, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 240676758, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1557387624820, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 240524532, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1557287095221, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 240543659, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1557284563823, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 240489698, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1557239874670, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 240473502, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1557230795707, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 240481328, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1557228487878, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 240366033, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1557109371733, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 239989118, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556778162972, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 239988296, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556776552061, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 239977061, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1556773682584, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 239955588, 'champion': 154, 'queue': 420, 'season': 13, 'timestamp': 1556718124998, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 239963675, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1556715407181, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 239855957, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556689040005, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 239586616, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556418507159, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 239213991, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556092220446, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 239147611, 'champion': 105, 'queue': 420, 'season': 13, 'timestamp': 1556081646766, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 239156865, 'champion': 59, 'queue': 420, 'season': 13, 'timestamp': 1556080036707, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}];0.0;;171.0
9;30.0;[{'platformId': 'OC1', 'gameId': 242536454, 'champion': 412, 'queue': 420, 'season': 13, 'timestamp': 1558958398420, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242543614, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1558955565222, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242485860, 'champion': 14, 'queue': 450, 'season': 13, 'timestamp': 1558880994273, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242474729, 'champion': 12, 'queue': 400, 'season': 13, 'timestamp': 1558878814796, 'role': 'DUO_SUPPORT', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242481615, 'champion': 9, 'queue': 450, 'season': 13, 'timestamp': 1558874615077, 'role': 'DUO_SUPPORT', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242470310, 'champion': 81, 'queue': 400, 'season': 13, 'timestamp': 1558873070571, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242466862, 'champion': 157, 'queue': 420, 'season': 13, 'timestamp': 1558869616948, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242466134, 'champion': 517, 'queue': 420, 'season': 13, 'timestamp': 1558868896627, 'role': 'DUO', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242453936, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1558866545307, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242451424, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1558864068474, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242439101, 'champion': 142, 'queue': 420, 'season': 13, 'timestamp': 1558861454762, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242447018, 'champion': 157, 'queue': 420, 'season': 13, 'timestamp': 1558859063900, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242419735, 'champion': 64, 'queue': 420, 'season': 13, 'timestamp': 1558850314285, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242414444, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1558843396323, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242423140, 'champion': 39, 'queue': 420, 'season': 13, 'timestamp': 1558841567734, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242402486, 'champion': 517, 'queue': 440, 'season': 13, 'timestamp': 1558799484650, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242391249, 'champion': 555, 'queue': 440, 'season': 13, 'timestamp': 1558796959225, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242352629, 'champion': 33, 'queue': 430, 'season': 13, 'timestamp': 1558776593413, 'role': 'NONE', 'lane': 'JUNGLE'}, {'platformId': 'OC1', 'gameId': 242207219, 'champion': 7, 'queue': 420, 'season': 13, 'timestamp': 1558693144224, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242204788, 'champion': 85, 'queue': 420, 'season': 13, 'timestamp': 1558690589465, 'role': 'SOLO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242201519, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1558686800045, 'role': 'DUO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242188573, 'champion': 13, 'queue': 420, 'season': 13, 'timestamp': 1558682999683, 'role': 'DUO', 'lane': 'TOP'}, {'platformId': 'OC1', 'gameId': 242177117, 'champion': 517, 'queue': 420, 'season': 13, 'timestamp': 1558680862957, 'role': 'DUO_SUPPORT', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242174245, 'champion': 7, 'queue': 420, 'season': 13, 'timestamp': 1558676409933, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242182777, 'champion': 84, 'queue': 420, 'season': 13, 'timestamp': 1558673419092, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242171560, 'champion': 517, 'queue': 420, 'season': 13, 'timestamp': 1558670965638, 'role': 'SOLO', 'lane': 'MID'}, {'platformId': 'OC1', 'gameId': 242162802, 'champion': 67, 'queue': 450, 'season': 13, 'timestamp': 1558626067441, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242162294, 'champion': 85, 'queue': 450, 'season': 13, 'timestamp': 1558624760535, 'role': 'DUO_SUPPORT', 'lane': 'NONE'}, {'platformId': 'OC1', 'gameId': 242140264, 'champion': 157, 'queue': 420, 'season': 13, 'timestamp': 1558609353242, 'role': 'DUO_CARRY', 'lane': 'BOTTOM'}, {'platformId': 'OC1', 'gameId': 242127793, 'champion': 517, 'queue': 420, 'season': 13, 'timestamp': 1558606819789, 'role': 'SOLO', 'lane': 'MID'}];0.0;;78.0
